id,income,age,experience_years,city,region,current_job_years,current_house_years,profession,label,is_married_married,is_married_single,house_ownership_norent_noown,house_ownership_owned,house_ownership_rented,car_ownership_no,car_ownership_yes
385,5498131,61,15,17,19,7,13,29,0,False,True,False,False,True,True,False
386,5229178,40,18,22,2,8,13,38,0,False,True,False,False,True,True,False
387,6063428,38,6,15,22,6,13,16,0,True,False,False,False,True,True,False
388,7906211,49,5,261,2,5,11,21,0,False,True,False,False,True,False,True
389,2667227,76,6,157,25,6,14,35,0,False,True,False,False,True,True,False
390,8531817,36,18,16,14,14,14,21,0,False,True,False,False,True,False,True
391,4167093,77,18,94,25,13,12,7,0,False,True,False,True,False,True,False
392,5616951,54,13,42,2,12,13,41,0,False,True,False,False,True,False,True
393,1591909,71,17,28,25,4,12,10,0,True,False,False,False,True,True,False
394,5094060,50,9,94,25,9,12,8,0,False,True,False,False,True,False,True
395,4297791,54,9,260,14,9,12,41,0,False,True,False,False,True,True,False
396,6849426,26,1,201,11,1,12,40,0,False,True,False,False,True,True,False
397,9840980,67,20,206,28,10,11,22,0,True,False,True,False,False,True,False
398,2822929,29,5,300,22,5,10,9,0,False,True,False,False,True,False,True
399,7332190,34,18,269,13,10,13,13,0,False,True,False,False,True,False,True
400,1524812,22,8,6,20,4,13,4,0,True,False,False,False,True,True,False
401,9120988,28,9,91,22,9,12,37,0,False,True,False,False,True,True,False
402,3193872,71,10,176,0,10,10,47,0,False,True,False,False,True,False,True
403,5738912,76,9,213,0,9,14,28,0,True,False,False,False,True,True,False
404,9126131,29,18,297,22,9,12,28,0,False,True,False,False,True,True,False
405,2813026,68,17,108,0,5,14,1,0,False,True,False,False,True,False,True
406,6929222,47,13,214,5,12,13,7,0,False,True,False,False,True,False,True
407,1967194,58,9,251,13,9,11,0,0,False,True,False,False,True,True,False
408,4539480,46,3,90,0,3,11,22,0,False,True,False,False,True,False,True
409,7895113,34,6,218,0,6,13,10,0,False,True,False,False,True,False,True
410,6644494,61,9,144,14,9,12,0,0,False,True,False,False,True,False,True
411,7068508,24,13,235,22,9,14,40,0,False,True,False,False,True,True,False
412,4334000,36,4,40,17,4,11,39,0,False,True,False,False,True,True,False
413,4492575,39,17,50,13,10,13,8,0,False,True,False,False,True,False,True
414,4407294,73,20,283,6,7,12,6,0,False,True,False,False,True,True,False
415,5158722,69,3,176,0,3,14,19,0,False,True,False,False,True,True,False
416,7462954,29,2,198,2,2,11,50,0,False,True,False,False,True,False,True
417,512579,48,7,178,22,7,11,4,0,False,True,False,False,True,False,True
418,7665233,79,10,91,22,3,12,42,0,False,True,False,False,True,True,False
419,2640560,23,16,132,2,8,11,44,0,False,True,False,False,True,True,False
420,4095222,36,15,312,0,4,11,29,0,False,True,False,False,True,True,False
421,8701440,27,15,44,20,5,13,13,0,True,False,False,False,True,True,False
422,479113,45,0,239,11,0,13,12,0,False,True,False,False,True,False,True
423,2889975,29,4,159,2,4,13,30,0,False,True,False,False,True,True,False
424,4618044,43,20,26,22,3,11,29,0,False,True,False,False,True,False,True
425,4614035,42,15,191,23,13,14,25,0,False,True,False,False,True,True,False
426,4813212,55,3,151,2,3,11,27,0,False,True,False,False,True,True,False
427,7845861,70,7,275,2,4,10,43,0,False,True,False,False,True,True,False
428,461499,68,2,10,26,2,11,35,0,True,False,False,False,True,True,False
429,7747841,71,14,176,0,5,10,14,0,False,True,False,False,True,True,False
430,4243789,25,5,154,23,3,13,42,0,False,True,False,False,True,True,False
431,7930739,54,10,202,6,3,11,47,0,False,True,False,False,True,False,True
432,9556585,29,1,174,19,1,10,19,0,False,True,False,False,True,True,False
433,3304937,63,19,101,25,14,13,22,0,False,True,False,False,True,False,True
434,5712282,59,1,216,25,1,12,20,0,True,False,False,False,True,True,False
435,1322234,31,1,232,14,1,14,35,0,False,True,False,False,True,False,True
436,8190070,61,9,34,25,3,12,33,0,False,True,False,False,True,False,True
437,8280263,28,16,5,16,14,11,25,0,False,True,False,False,True,True,False
438,3958608,72,1,195,13,1,13,18,0,False,True,False,False,True,True,False
439,8087598,44,18,216,25,14,11,8,0,False,True,False,False,True,True,False
440,9192811,28,2,154,23,2,12,9,0,False,True,True,False,False,False,True
441,3026261,49,7,231,10,7,14,49,0,False,True,False,False,True,True,False
442,5184758,55,7,221,20,7,11,6,0,False,True,False,False,True,True,False
443,3474234,21,18,136,25,11,14,23,0,False,True,False,False,True,True,False
444,8524428,29,7,93,7,4,12,22,0,False,True,False,False,True,False,True
445,2889975,29,4,159,2,4,13,30,0,False,True,False,False,True,True,False
446,1281960,24,8,275,2,8,13,39,0,False,True,False,False,True,True,False
447,8246613,61,8,285,23,8,12,39,0,False,True,False,False,True,True,False
448,1185318,40,3,154,23,3,10,42,0,False,True,False,False,True,True,False
449,7220808,71,1,37,11,1,10,23,0,False,True,False,False,True,True,False
450,283812,77,20,305,14,10,10,26,0,False,True,False,True,False,True,False
451,3498172,72,1,296,22,1,11,5,0,False,True,False,False,True,True,False
452,1647748,78,6,292,12,6,12,20,0,True,False,False,False,True,False,True
453,5689948,69,6,301,11,3,14,21,0,False,True,False,False,True,False,True
454,6098816,64,10,275,2,8,10,18,0,False,True,False,False,True,True,False
455,5739138,62,3,45,28,3,12,13,0,False,True,False,False,True,True,False
456,5861916,48,11,62,10,11,14,9,0,False,True,False,False,True,True,False
457,3304937,63,19,101,25,14,13,22,0,False,True,False,False,True,False,True
458,2625246,30,19,234,0,7,12,22,0,False,True,False,False,True,False,True
459,4342058,26,4,216,25,4,10,49,0,False,True,False,False,True,False,True
460,8981043,57,8,201,11,8,12,47,0,False,True,False,False,True,False,True
461,3111279,45,15,149,23,6,13,16,0,False,True,False,False,True,False,True
462,6820376,31,20,144,14,10,10,23,0,False,True,False,False,True,True,False
463,624985,47,11,309,25,6,11,43,0,False,True,False,False,True,True,False
464,4184636,55,2,17,19,2,10,35,0,False,True,False,False,True,False,True
465,2854714,46,20,42,2,7,10,44,0,False,True,False,False,True,True,False
466,6767059,53,10,79,2,10,11,32,0,False,True,False,False,True,True,False
467,7578708,58,18,99,21,14,13,46,0,False,True,False,False,True,False,True
468,8593233,38,9,241,4,8,11,5,0,True,False,False,False,True,False,True
469,5465804,32,10,248,10,6,12,2,0,False,True,False,False,True,False,True
470,6626617,21,16,167,12,9,13,11,0,False,True,False,False,True,True,False
471,729340,57,13,78,27,13,10,30,0,False,True,False,False,True,True,False
472,7592766,58,1,108,0,1,14,2,0,False,True,False,False,True,True,False
473,4431635,60,19,76,2,6,14,26,0,False,True,False,False,True,True,False
474,238772,25,16,196,2,14,13,46,0,False,True,False,False,True,True,False
475,8786565,42,5,118,0,4,12,29,0,False,True,False,False,True,True,False
476,432658,52,13,258,17,13,10,38,0,False,True,False,False,True,True,False
477,9105715,49,17,1,24,4,12,48,0,False,True,False,False,True,True,False
478,8683788,21,16,103,28,10,11,47,0,False,True,False,False,True,False,True
479,5430984,29,15,53,13,13,12,42,0,False,True,False,False,True,True,False
480,1942552,51,20,296,22,4,13,3,0,False,True,True,False,False,False,True
481,7134680,73,9,89,28,9,11,34,0,False,True,False,False,True,True,False
482,3708922,24,13,90,0,5,12,15,0,False,True,False,False,True,False,True
483,5867006,21,3,191,23,3,11,49,0,False,True,False,False,True,True,False
484,7450646,55,19,194,6,4,10,29,0,False,True,False,False,True,False,True
485,416754,26,6,287,0,4,12,27,0,False,True,False,False,True,True,False
486,5616951,54,13,42,2,12,13,41,0,False,True,False,False,True,False,True
487,1695876,58,6,43,5,6,13,13,0,False,True,False,False,True,False,True
488,1314166,58,17,8,12,10,10,7,0,False,True,False,False,True,True,False
489,7722579,70,9,242,0,9,11,17,0,True,False,False,False,True,True,False
490,462698,31,7,301,11,5,13,44,0,False,True,False,False,True,True,False
491,3311941,60,19,221,20,11,14,11,0,False,True,False,True,False,True,False
492,6602132,76,1,62,10,1,12,19,0,False,True,False,False,True,True,False
493,9867887,79,9,69,2,4,12,37,0,False,True,False,False,True,True,False
494,4721533,36,3,246,10,3,11,12,0,False,True,False,False,True,False,True
495,7556052,57,16,104,25,3,13,38,0,False,True,False,True,False,False,True
496,4190883,24,12,306,28,12,12,27,0,False,True,False,False,True,True,False
497,9867887,79,9,69,2,4,12,37,0,False,True,False,False,True,True,False
498,8153435,74,15,121,28,6,13,11,0,False,True,False,False,True,True,False
499,455901,58,17,212,14,14,12,3,0,False,True,False,False,True,True,False
500,1703403,22,1,291,22,1,10,44,0,False,True,False,False,True,True,False
501,7585042,53,15,252,7,3,13,35,0,False,True,False,False,True,True,False
502,7417356,34,16,224,28,5,13,41,0,False,True,False,False,True,True,False
503,6227784,27,5,99,21,5,11,47,0,False,True,False,False,True,True,False
504,6381365,67,11,305,14,4,12,46,0,False,True,False,False,True,True,False
505,2218280,34,9,100,2,9,11,40,0,False,True,False,False,True,True,False
506,1944232,23,20,43,5,14,13,22,0,False,True,False,False,True,True,False
507,7737314,53,20,270,20,10,14,5,0,False,True,False,False,True,True,False
508,5574828,74,0,294,12,0,10,21,0,False,True,False,False,True,True,False
509,6103346,50,7,19,6,4,14,21,0,False,True,False,False,True,True,False
510,4535286,52,17,283,6,4,12,43,0,False,True,False,False,True,True,False
511,1127903,74,15,187,10,3,12,19,0,False,True,False,False,True,False,True
512,8759218,77,4,62,10,4,13,33,0,False,True,False,False,True,True,False
513,8824043,66,3,244,28,3,11,14,0,False,True,False,False,True,False,True
514,4043712,64,16,291,22,6,13,21,0,False,True,False,False,True,False,True
515,430836,33,5,236,14,5,13,30,0,False,True,False,False,True,True,False
516,9155705,35,12,19,6,12,12,40,0,False,True,False,False,True,False,True
517,4703291,68,11,58,2,11,14,20,0,False,True,False,False,True,False,True
518,5600342,31,20,255,25,7,12,35,0,False,True,False,False,True,False,True
519,7339398,55,11,132,2,10,11,16,0,False,True,False,False,True,True,False
520,3753805,68,0,281,9,0,13,37,0,False,True,False,False,True,True,False
521,9488176,30,7,123,23,7,11,39,0,False,True,False,False,True,True,False
522,6340921,51,11,173,25,3,13,48,0,False,True,False,False,True,True,False
523,5186921,40,4,154,23,4,10,46,0,False,True,False,False,True,False,True
524,673616,30,20,217,28,7,10,23,0,True,False,False,False,True,False,True
525,666907,71,0,86,1,0,14,7,0,False,True,False,False,True,False,True
526,2804202,48,5,292,12,5,13,35,0,False,True,False,False,True,True,False
527,6152081,66,8,146,25,3,12,49,0,False,True,False,False,True,True,False
528,8130977,55,19,73,22,4,10,26,0,False,True,False,False,True,True,False
529,3109455,34,20,195,13,12,11,1,0,False,True,False,False,True,False,True
530,8393068,61,15,281,9,6,14,30,0,True,False,False,False,True,True,False
531,2584624,31,14,165,20,8,12,6,0,False,True,False,False,True,True,False
532,4448630,39,3,151,2,3,14,37,0,False,True,False,False,True,True,False
533,5726991,78,8,145,28,8,10,41,0,False,True,False,False,True,True,False
534,9204815,52,2,188,25,2,10,6,0,False,True,False,False,True,False,True
535,8042270,56,11,241,4,8,13,33,0,False,True,False,False,True,True,False
536,8139107,35,17,71,28,12,10,49,0,True,False,False,False,True,False,True
537,6197730,71,3,179,23,3,13,16,0,False,True,False,False,True,True,False
538,912811,32,13,288,0,4,10,12,0,False,True,False,False,True,True,False
539,4939745,39,6,5,16,3,11,2,0,False,True,False,False,True,False,True
540,5763958,63,7,14,14,7,12,9,0,True,False,False,False,True,True,False
541,2061070,55,8,296,22,8,13,16,0,False,True,False,False,True,True,False
542,2013414,55,13,128,20,11,14,8,0,False,True,False,False,True,False,True
543,1725008,21,17,102,10,5,12,32,0,False,True,False,False,True,True,False
544,5358407,22,3,120,22,3,10,43,0,False,True,False,False,True,True,False
545,6253358,70,10,212,14,7,11,11,0,False,True,False,False,True,False,True
546,2212744,64,7,259,25,7,10,35,0,True,False,False,False,True,True,False
547,7509022,75,7,186,25,7,12,9,0,False,True,False,False,True,True,False
548,2267190,52,15,115,25,9,11,14,0,False,True,False,False,True,True,False
549,5448168,46,18,287,0,6,10,32,0,False,True,False,False,True,True,False
550,7441117,51,4,57,28,4,13,37,0,False,True,False,False,True,True,False
551,9856572,75,8,214,5,8,12,26,0,False,True,False,False,True,True,False
552,825128,39,8,163,12,8,14,5,0,False,True,False,False,True,True,False
553,3382858,32,0,91,22,0,14,0,0,False,True,False,False,True,True,False
554,8929413,48,19,275,2,10,11,40,0,False,True,False,False,True,True,False
555,3352999,54,16,56,11,14,11,15,0,False,True,False,False,True,True,False
556,3130084,69,3,291,22,3,13,33,0,False,True,False,False,True,True,False
557,5098928,71,17,76,2,4,11,30,0,False,True,False,False,True,True,False
558,972744,43,14,118,0,13,11,24,0,False,True,False,False,True,True,False
559,7002610,56,4,123,23,4,12,38,0,False,True,False,False,True,True,False
560,2229190,21,11,251,13,9,11,35,0,False,True,False,False,True,True,False
561,7277689,47,14,241,4,4,14,24,0,False,True,False,False,True,False,True
562,5734106,22,3,208,0,3,11,43,0,False,True,False,False,True,True,False
563,5059811,55,13,163,12,3,14,18,0,False,True,False,False,True,True,False
564,5364976,73,13,21,0,3,10,4,0,False,True,False,False,True,True,False
565,3654298,78,18,173,25,5,10,29,0,False,True,False,False,True,False,True
566,1397357,51,11,114,28,10,10,43,0,True,False,False,False,True,True,False
567,4839082,74,17,296,22,9,14,21,0,False,True,False,False,True,False,True
568,5809620,39,6,290,14,6,13,50,0,False,True,False,False,True,True,False
569,1094592,79,0,159,2,0,13,24,0,False,True,False,False,True,False,True
570,661573,42,20,285,23,14,12,1,0,False,True,False,False,True,False,True
571,6732695,39,13,139,20,5,12,21,0,False,True,False,False,True,True,False
572,1000192,24,1,288,0,1,14,6,0,False,True,False,False,True,True,False
573,5991825,58,17,315,23,3,10,46,0,False,True,False,False,True,True,False
574,3142984,22,13,116,27,10,12,8,0,False,True,False,False,True,True,False
575,173096,40,13,3,6,3,13,39,0,False,True,False,False,True,True,False
576,2740278,65,4,290,14,4,10,10,0,False,True,False,False,True,True,False
577,7576795,63,3,15,22,3,14,21,0,False,True,False,False,True,False,True
578,3115639,35,14,107,13,14,10,48,0,False,True,False,False,True,False,True
579,9349211,56,10,262,14,4,13,47,0,False,True,True,False,False,True,False
580,1204524,43,15,301,11,7,14,27,0,False,True,False,False,True,True,False
581,3942882,77,18,55,14,4,10,29,0,False,True,False,False,True,True,False
582,7567364,58,15,179,23,4,11,33,0,False,True,False,False,True,False,True
583,3907141,24,15,159,2,11,12,32,0,False,True,False,False,True,True,False
584,647926,35,5,24,14,5,11,36,0,False,True,False,False,True,False,True
585,8961052,65,12,184,10,12,14,36,0,False,True,False,False,True,False,True
586,279696,49,17,15,22,12,13,27,0,False,True,False,False,True,False,True
587,5003310,25,1,77,11,1,13,32,0,True,False,False,True,False,True,False
588,7325901,74,12,154,23,12,13,32,0,False,True,False,False,True,False,True
589,448021,54,11,276,14,11,14,25,0,False,True,False,False,True,True,False
590,7645788,71,17,235,22,13,14,10,0,False,True,False,False,True,False,True
591,8531749,66,6,31,28,5,10,28,0,False,True,False,False,True,True,False
592,9266153,67,14,85,14,9,11,13,0,False,True,False,False,True,True,False
593,5810558,24,18,249,13,6,14,18,0,False,True,False,False,True,True,False
594,8055788,75,17,127,13,11,11,47,0,False,True,False,False,True,True,False
595,8415149,30,19,76,2,3,10,4,0,True,False,False,False,True,True,False
596,1659351,37,12,2,25,12,11,29,0,True,False,False,False,True,False,True
597,9078403,25,18,312,0,9,12,35,0,True,False,False,False,True,True,False
598,9292764,47,0,138,25,0,12,45,0,False,True,False,True,False,True,False
599,2259654,42,2,77,11,2,10,33,0,False,True,False,False,True,True,False
600,3972501,48,0,26,22,0,14,34,0,False,True,False,False,True,False,True
601,4668470,67,13,145,28,9,10,3,0,False,True,False,True,False,True,False
602,2386962,43,1,153,0,1,14,45,0,False,True,False,True,False,True,False
603,9311075,39,7,78,27,3,14,44,0,False,True,False,False,True,True,False
604,9003746,21,14,94,25,4,14,42,0,False,True,False,False,True,True,False
605,8045618,40,16,122,11,5,13,32,0,False,True,False,False,True,False,True
606,6191553,68,15,265,28,13,14,48,0,False,True,True,False,False,False,True
607,1141065,65,3,295,1,3,11,25,0,False,True,False,False,True,True,False
608,8273187,69,0,241,4,0,14,4,0,False,True,False,False,True,True,False
609,710851,21,19,216,25,14,12,40,0,False,True,False,False,True,False,True
610,1601803,40,1,41,2,1,10,10,0,False,True,False,False,True,True,False
611,1872336,28,3,263,13,3,12,29,0,False,True,False,False,True,False,True
612,7579274,26,8,107,13,5,14,3,0,False,True,False,False,True,True,False
613,2548679,76,15,280,0,7,10,30,0,False,True,False,False,True,True,False
614,6170073,78,18,261,2,8,13,3,0,False,True,False,False,True,False,True
615,7887547,32,10,86,1,10,12,12,0,False,True,False,False,True,False,True
616,7310808,41,15,209,5,3,14,24,0,True,False,False,False,True,True,False
617,568591,65,5,146,25,5,11,24,0,False,True,False,False,True,True,False
618,8353567,55,14,311,22,3,12,23,0,False,True,False,True,False,True,False
619,5604044,44,0,283,6,0,13,40,0,False,True,False,False,True,True,False
620,7181606,57,6,224,28,6,11,40,0,False,True,False,False,True,True,False
621,6147575,41,15,265,28,4,12,28,0,False,True,False,False,True,False,True
622,1848729,41,20,285,23,11,13,49,0,True,False,False,False,True,True,False
623,4824858,58,15,283,6,8,11,28,0,False,True,False,False,True,True,False
624,6626765,57,10,257,22,10,13,47,0,False,True,False,False,True,True,False
625,9305585,69,8,240,28,8,10,35,0,False,True,False,False,True,True,False
626,1548154,30,13,278,28,4,12,27,0,False,True,False,False,True,True,False
627,7695433,33,15,184,10,12,12,3,0,False,True,False,False,True,False,True
628,355672,47,11,263,13,11,14,40,0,False,True,False,False,True,True,False
629,6914829,70,15,291,22,13,13,23,0,False,True,False,False,True,False,True
630,9537662,44,19,308,6,14,12,39,0,False,True,False,False,True,True,False
631,3871382,41,0,151,2,0,10,9,0,False,True,False,False,True,True,False
632,3321237,53,20,242,0,13,11,11,0,False,True,False,False,True,True,False
633,9116886,74,18,40,17,7,13,0,0,False,True,False,False,True,True,False
634,9282569,77,10,19,6,10,14,19,0,False,True,False,False,True,False,True
635,7781258,72,9,278,28,9,11,3,0,False,True,False,False,True,True,False
636,1109071,57,20,175,0,3,14,32,0,False,True,False,False,True,False,True
637,5316246,61,9,216,25,4,14,19,0,False,True,False,False,True,False,True
638,5945722,38,8,244,28,7,10,45,0,False,True,False,False,True,True,False
639,4386483,37,0,214,5,0,11,42,0,False,True,False,False,True,True,False
640,3589702,68,15,83,10,5,13,50,0,False,True,False,False,True,True,False
641,912811,32,13,288,0,4,10,12,0,False,True,False,False,True,True,False
642,8724013,79,19,195,13,13,12,20,0,False,True,False,False,True,True,False
643,222070,21,19,198,2,14,13,6,0,False,True,False,False,True,True,False
644,66912,27,10,129,19,10,14,43,0,True,False,False,False,True,True,False
645,8288147,32,20,98,6,3,13,23,0,False,True,False,False,True,True,False
646,4995311,67,9,75,2,9,13,26,0,False,True,False,False,True,True,False
647,1543486,44,7,114,28,5,13,18,0,False,True,False,False,True,True,False
648,2628971,30,19,109,0,7,14,15,0,False,True,False,False,True,True,False
649,553772,38,19,174,19,9,14,14,0,False,True,False,False,True,False,True
650,204283,53,20,154,23,4,11,42,0,False,True,False,True,False,True,False
651,990478,26,15,4,14,5,13,26,0,False,True,True,False,False,True,False
652,6196316,32,7,106,11,7,12,33,0,False,True,False,False,True,True,False
653,7757778,78,17,298,0,12,12,22,0,False,True,False,False,True,True,False
654,990478,26,15,4,14,5,13,26,0,False,True,True,False,False,True,False
655,3696953,30,17,10,26,4,11,50,0,False,True,False,False,True,True,False
656,753735,45,1,215,23,1,11,30,0,False,True,False,False,True,True,False
657,4022242,69,17,224,28,9,12,32,0,False,True,False,False,True,True,False
658,7855403,35,0,48,20,0,10,22,0,False,True,False,False,True,False,True
659,7710303,41,12,196,2,4,14,12,0,False,True,False,False,True,False,True
660,9530702,57,12,199,25,8,11,17,0,False,True,False,False,True,True,False
661,9511802,55,10,164,4,4,14,35,0,False,True,False,False,True,False,True
662,6098816,64,10,275,2,8,10,18,0,False,True,False,False,True,True,False
663,2124447,65,1,156,28,1,10,25,0,False,True,False,False,True,True,False
664,4317465,71,12,242,0,11,14,25,0,False,True,False,False,True,True,False
665,9741513,32,11,217,28,10,14,50,0,False,True,False,True,False,False,True
666,9432705,54,3,62,10,3,10,19,0,False,True,False,False,True,True,False
667,5384499,44,2,285,23,2,13,31,0,True,False,False,True,False,False,True
668,3123209,53,16,271,1,3,10,37,0,False,True,False,False,True,False,True
669,1854968,27,19,277,7,3,14,23,0,False,True,False,False,True,True,False
670,4054318,74,3,260,14,3,11,50,0,False,True,False,False,True,True,False
671,1608421,31,14,137,2,5,11,1,0,False,True,False,False,True,True,False
672,4403214,50,19,138,25,4,12,44,0,False,True,False,False,True,True,False
673,4969258,73,14,14,14,12,14,9,0,False,True,False,False,True,True,False
674,1067890,41,14,258,17,3,12,0,0,False,True,False,False,True,False,True
675,9897868,43,17,12,0,8,14,45,0,False,True,False,False,True,False,True
676,107774,43,9,107,13,9,14,12,0,False,True,False,False,True,False,True
677,4599304,45,4,58,2,4,11,30,0,False,True,False,False,True,False,True
678,8982743,34,15,294,12,8,11,30,0,True,False,False,True,False,False,True
679,5001124,46,11,117,10,11,11,1,0,False,True,False,True,False,False,True
680,3518281,66,11,4,14,7,12,31,0,False,True,False,False,True,True,False
681,8049089,60,18,216,25,5,12,5,0,False,True,False,False,True,True,False
682,4015092,72,18,25,2,11,12,15,0,False,True,False,False,True,False,True
683,2713971,74,2,72,0,2,12,39,0,False,True,False,False,True,False,True
684,938587,44,7,135,10,7,10,20,0,False,True,False,False,True,True,False
685,8609803,66,3,149,23,3,11,38,0,False,True,False,False,True,True,False
686,5697835,55,14,180,28,6,14,18,0,False,True,False,True,False,True,False
687,5768112,52,3,148,5,3,11,37,0,False,True,False,True,False,True,False
688,9475063,39,9,182,14,4,14,27,0,False,True,False,False,True,True,False
689,4960308,76,7,120,22,6,14,47,0,False,True,False,False,True,True,False
690,2467568,48,5,240,28,5,11,14,0,False,True,False,False,True,True,False
691,7977107,59,15,192,25,8,12,12,0,False,True,False,False,True,True,False
692,7946836,35,16,235,22,12,12,13,0,False,True,False,False,True,True,False
693,9955481,57,13,90,0,5,10,44,0,False,True,False,False,True,True,False
694,6094810,70,17,175,0,10,13,6,0,False,True,False,True,False,True,False
695,6144152,72,18,74,17,13,12,43,0,False,True,False,True,False,True,False
696,7536411,63,7,313,0,4,10,33,0,False,True,False,False,True,True,False
697,728115,49,7,272,28,7,11,20,0,False,True,False,False,True,True,False
698,2602671,59,2,35,19,2,11,17,0,False,True,False,False,True,False,True
699,8139107,35,17,71,28,12,10,49,0,True,False,False,False,True,False,True
700,6603299,77,10,27,25,7,10,49,0,False,True,False,False,True,True,False
701,1999332,56,1,64,25,1,10,27,0,False,True,False,False,True,True,False
702,974270,78,6,295,1,6,14,49,0,False,True,False,False,True,True,False
703,9469019,48,0,263,13,0,12,33,0,False,True,False,False,True,True,False
704,6881187,23,18,92,25,11,10,47,0,False,True,False,False,True,True,False
705,5178562,28,9,64,25,9,12,32,0,False,True,False,False,True,True,False
706,7475446,60,13,67,3,5,14,24,0,True,False,False,False,True,True,False
707,5007771,24,8,10,26,6,10,1,0,False,True,False,False,True,True,False
708,4349239,57,5,88,4,5,13,2,0,False,True,False,False,True,True,False
709,5413550,53,18,141,6,12,12,5,0,False,True,False,True,False,False,True
710,847601,36,7,12,0,5,11,25,0,False,True,False,True,False,True,False
711,3016863,37,8,52,7,8,11,27,0,False,True,False,False,True,False,True
712,7155409,77,12,22,2,10,13,7,0,False,True,False,False,True,True,False
713,277942,59,16,221,20,10,11,8,0,False,True,False,False,True,True,False
714,5413710,53,19,248,10,12,12,4,0,False,True,False,False,True,True,False
715,1662067,31,14,274,7,7,10,47,0,False,True,False,False,True,False,True
716,874408,47,18,52,7,3,11,8,0,False,True,False,False,True,True,False
717,2568450,50,5,250,17,4,14,3,0,False,True,False,False,True,False,True
718,2859242,33,12,120,22,9,11,46,0,False,True,False,False,True,False,True
719,4015092,72,18,25,2,11,12,15,0,False,True,False,False,True,False,True
720,1537266,78,13,73,22,9,12,50,0,False,True,False,False,True,True,False
721,2605652,55,20,176,0,9,14,45,0,False,True,False,True,False,True,False
722,1424842,28,3,108,0,3,11,41,0,False,True,False,False,True,False,True
723,4899772,62,18,3,6,12,10,24,0,False,True,False,False,True,True,False
724,954408,28,8,234,0,8,13,10,0,False,True,False,False,True,False,True
725,5155377,75,19,219,25,5,12,29,0,False,True,False,False,True,False,True
726,8523601,32,17,240,28,4,12,39,0,False,True,False,False,True,False,True
727,5032273,53,2,97,6,2,12,14,0,False,True,False,False,True,True,False
728,9897739,73,12,309,25,3,14,49,0,False,True,False,False,True,True,False
729,5047941,36,14,129,19,7,12,15,0,False,True,False,False,True,True,False
730,5644262,60,7,144,14,3,11,21,0,False,True,False,False,True,True,False
731,3830909,73,13,244,28,13,10,11,0,False,True,False,False,True,True,False
732,5734501,38,14,30,11,8,12,18,0,False,True,False,False,True,True,False
733,5082643,66,3,232,14,3,13,27,0,False,True,False,False,True,False,True
734,8939837,40,8,216,25,5,11,15,0,False,True,False,False,True,True,False
735,2557697,59,18,124,14,8,14,27,0,False,True,False,False,True,True,False
736,2391564,46,15,293,22,5,11,44,0,False,True,False,False,True,False,True
737,2370396,69,4,269,13,4,10,12,0,True,False,False,False,True,True,False
738,3410377,51,18,142,0,5,13,20,0,False,True,False,False,True,True,False
739,1351218,57,0,232,14,0,12,39,0,False,True,False,False,True,False,True
740,4005758,79,11,233,18,7,12,10,0,False,True,False,False,True,False,True
741,9623591,49,8,273,13,8,14,4,0,False,True,False,True,False,True,False
742,1537922,28,5,109,0,5,12,35,0,False,True,False,False,True,True,False
743,9655789,69,20,150,7,8,14,16,0,False,True,False,False,True,True,False
744,8330620,48,15,267,8,12,11,48,0,False,True,False,False,True,True,False
745,4279399,49,4,222,22,4,10,34,0,False,True,False,False,True,False,True
746,4137087,25,11,309,25,11,10,3,0,False,True,False,False,True,False,True
747,4329352,26,3,211,14,3,12,40,0,False,True,False,False,True,True,False
748,2421544,46,17,195,13,6,13,4,0,False,True,False,False,True,True,False
749,7656726,79,9,13,7,6,12,29,0,False,True,False,False,True,False,True
750,1944084,25,17,129,19,9,14,44,0,False,True,False,False,True,True,False
751,1868963,73,16,157,25,7,12,13,0,False,True,False,False,True,False,True
752,7228850,75,5,125,15,5,10,6,0,False,True,False,False,True,True,False
753,7230029,39,16,37,11,3,13,2,0,False,True,False,False,True,False,True
754,9704353,73,18,231,10,9,12,32,0,False,True,False,False,True,True,False
755,3260458,68,16,137,2,11,14,16,0,False,True,False,False,True,False,True
756,8475829,54,17,272,28,9,11,44,0,True,False,False,False,True,True,False
757,3134138,22,14,222,22,8,13,5,0,False,True,False,False,True,True,False
758,2807530,21,6,250,17,6,14,16,0,False,True,False,False,True,True,False
759,7060043,79,17,74,17,13,12,19,0,False,True,False,False,True,True,False
760,1026262,79,12,102,10,12,10,37,0,True,False,False,True,False,False,True
761,7231280,27,0,34,25,0,10,10,0,False,True,False,False,True,False,True
762,2605652,55,20,176,0,9,14,45,0,False,True,False,True,False,True,False
763,665309,69,11,124,14,11,11,28,0,False,True,False,False,True,True,False
764,3177996,28,1,215,23,1,12,12,0,False,True,False,False,True,True,False
765,2417756,64,18,302,20,8,10,17,0,True,False,False,False,True,True,False
766,3449511,50,19,244,28,3,14,13,0,False,True,False,False,True,False,True
767,1535929,56,9,204,22,7,11,25,0,False,True,False,False,True,True,False
768,5787174,37,10,73,22,3,11,21,0,False,True,False,False,True,True,False
769,4436504,56,9,286,0,9,13,23,0,False,True,False,False,True,False,True
770,9796107,74,1,199,25,1,11,31,0,False,True,False,False,True,True,False
771,2582744,30,10,65,13,10,12,17,0,False,True,False,False,True,True,False
